file,nProperty,0,variable,fixedScale,fixedLabels,colorScale,numberOfBins
COVID04_C.csv,WkAd201202,,,,,,
COVID04_C.csv,WkAd201203,,,,,,
COVID04_C.csv,WkAd201204,,,,,,
COVID04_C.csv,WkAd201205,,,,,,
COVID04_C.csv,WkAd201206,,,,,,
COVID04_C.csv,WkAd201207,,,,,,
COVID04_C.csv,WkAd201208,,,,,,
COVID04_C.csv,WkAd201209,,,,,,
COVID04_C.csv,WkAd201210,,,,,,
COVID04_C.csv,WkAd201211,,,,,,
COVID04_C.csv,WkAd201212,,,,,,
COVID04_C.csv,WkAd201213,,,,,,
COVID04_C.csv,WkAd201214,,,,,,
COVID04_C.csv,WkAd201215,,,,,,
COVID04_C.csv,WkAd201216,,,,,,
COVID04_C.csv,WkAd201217,,,,,,
COVID04_C.csv,WkAd201218,,,,,,
COVID04_C.csv,WkAd201219,,,,,,
COVID04_C.csv,WkAd201220,,,,,,
COVID04_C.csv,WkAd201221,,,,,,
COVID04_C.csv,WkAd201222,,,,,,
COVID04_C.csv,WkAd201223,,,,,,
COVID04_C.csv,WkAd201224,,,,,,
COVID04_C.csv,WkAd201225,,,,,,
COVID04_C.csv,WkAd201226,,,,,,
COVID04_C.csv,WkAd201227,,,,,,
COVID04_C.csv,WkAd201228,,,,,,
COVID04_C.csv,WkAd201229,,,,,,
COVID04_C.csv,WkAd201230,,,,,,
COVID04_C.csv,WkAd201231,,,,,,
COVID04_C.csv,WkAd210101,,,,,,
COVID04_C.csv,WkAd210102,,,,,,
COVID04_C.csv,WkAd210103,,,,,,
COVID04_C.csv,WkAd210104,,,,,,
COVID04_C.csv,WkAd210105,,,,,,
COVID04_C.csv,WkAd210106,,,,,,
COVID04_C.csv,WkAd210107,,,,,,
COVID04_C.csv,WkAd210108,,,,,,
COVID04_C.csv,WkAd210109,,,,,,
COVID04_C.csv,WkAd210110,,,,,,
COVID04_C.csv,WkAd210111,,,,,,
COVID04_C.csv,WkAd210112,,,,,,
COVID04_C.csv,WkAd210113,,,,,,
COVID04_C.csv,WkAd210114,,,,,,
COVID04_C.csv,WkAd210115,,,,,,
COVID04_C.csv,WkAd210116,,,,,,
COVID04_C.csv,WkAd210117,,,,,,
COVID04_C.csv,WkAd210118,,,,,,
COVID04_C.csv,WkAd210119,,,,,,
COVID04_C.csv,WkAd210120,,,,,,
COVID04_C.csv,WkAd210121,,,,,,
COVID04_C.csv,WkAd210122,,,,,,
COVID04_C.csv,WkAd210123,,,,,,
COVID04_C.csv,WkAd210124,,,,,,
COVID04_C.csv,WkAd210125,,,,,,
COVID04_C.csv,WkAd210126,,,,,,
COVID04_C.csv,WkAd210127,,,,,,
COVID04_C.csv,WkAd210128,,,,,,
COVID04_C.csv,WkAd210129,,,,,,
COVID04_C.csv,WkAd210130,,,,,,
COVID04_C.csv,WkAd210131,,,,,,
COVID04_C.csv,WkAd210201,,,,,,
COVID04_C.csv,WkAd210202,,,,,,
COVID04_C.csv,WkAd210203,,,,,,
COVID04_C.csv,WkAd210204,,,,,,
COVID04_C.csv,WkAd210205,,,,,,
COVID04_C.csv,WkAd210206,,,,,,
COVID04_C.csv,WkAd210207,,,,,,
COVID04_C.csv,WkAd210208,,,,,,
COVID04_C.csv,WkAd210209,,,,,,
COVID04_C.csv,WkAd210210,,,,,,
COVID04_C.csv,WkAd210211,,,,,,
COVID04_C.csv,WkAd210212,,,,,,
COVID04_C.csv,WkAd210213,,,,,,
COVID04_C.csv,WkAd210214,,,,,,
COVID04_C.csv,WkAd210215,,,,,,
COVID04_C.csv,WkAd210216,,,,,,
COVID04_C.csv,WkAd210217,,,,,,
COVID04_C.csv,WkAd210218,,,,,,
COVID04_C.csv,WkAd210219,,,,,,
COVID04_C.csv,WkAd210220,,,,,,
COVID04_C.csv,WkAd210221,,,,,,
COVID04_C.csv,WkAd210222,,,,,,
COVID04_C.csv,WkAd210223,,,,,,
COVID04_C.csv,WkAd210224,,,,,,
COVID04_C.csv,WkAd210225,,,,,,
COVID04_C.csv,WkAd210226,,,,,,
COVID04_C.csv,WkAd210227,,,,,,
COVID04_C.csv,WkAd210228,,,,,,
COVID04_C.csv,WkAd210301,,,,,,
COVID04_C.csv,WkAd210302,,,,,,
COVID04_C.csv,WkAd210303,,,,,,
COVID04_S.csv,STATEFP,,,,,,
COVID04_S.csv,population,,,,,,
COVID04_S.csv,WkAd200121,,,,,,
COVID04_S.csv,WkAd200122,,,,,,
COVID04_S.csv,WkAd200123,,,,,,
COVID04_S.csv,WkAd200124,,,,,,
COVID04_S.csv,WkAd200125,,,,,,
COVID04_S.csv,WkAd200126,,,,,,
COVID04_S.csv,WkAd200127,,,,,,
COVID04_S.csv,WkAd200128,,,,,,
COVID04_S.csv,WkAd200129,,,,,,
COVID04_S.csv,WkAd200130,,,,,,
COVID04_S.csv,WkAd200131,,,,,,
COVID04_S.csv,WkAd200201,,,,,,
COVID04_S.csv,WkAd200202,,,,,,
COVID04_S.csv,WkAd200203,,,,,,
COVID04_S.csv,WkAd200204,,,,,,
COVID04_S.csv,WkAd200205,,,,,,
COVID04_S.csv,WkAd200206,,,,,,
COVID04_S.csv,WkAd200207,,,,,,
COVID04_S.csv,WkAd200208,,,,,,
COVID04_S.csv,WkAd200209,,,,,,
COVID04_S.csv,WkAd200210,,,,,,
COVID04_S.csv,WkAd200211,,,,,,
COVID04_S.csv,WkAd200212,,,,,,
COVID04_S.csv,WkAd200213,,,,,,
COVID04_S.csv,WkAd200214,,,,,,
COVID04_S.csv,WkAd200215,,,,,,
COVID04_S.csv,WkAd200216,,,,,,
COVID04_S.csv,WkAd200217,,,,,,
COVID04_S.csv,WkAd200218,,,,,,
COVID04_S.csv,WkAd200219,,,,,,
COVID04_S.csv,WkAd200220,,,,,,
COVID04_S.csv,WkAd200221,,,,,,
COVID04_S.csv,WkAd200222,,,,,,
COVID04_S.csv,WkAd200223,,,,,,
COVID04_S.csv,WkAd200224,,,,,,
COVID04_S.csv,WkAd200225,,,,,,
COVID04_S.csv,WkAd200226,,,,,,
COVID04_S.csv,WkAd200227,,,,,,
COVID04_S.csv,WkAd200228,,,,,,
COVID04_S.csv,WkAd200229,,,,,,
COVID04_S.csv,WkAd200301,,,,,,
COVID04_S.csv,WkAd200302,,,,,,
COVID04_S.csv,WkAd200303,,,,,,
COVID04_S.csv,WkAd200304,,,,,,
COVID04_S.csv,WkAd200305,,,,,,
COVID04_S.csv,WkAd200306,,,,,,
COVID04_S.csv,WkAd200307,,,,,,
COVID04_S.csv,WkAd200308,,,,,,
COVID04_S.csv,WkAd200309,,,,,,
COVID04_S.csv,WkAd200310,,,,,,
COVID04_S.csv,WkAd200311,,,,,,
COVID04_S.csv,WkAd200312,,,,,,
COVID04_S.csv,WkAd200313,,,,,,
COVID04_S.csv,WkAd200314,,,,,,
COVID04_S.csv,WkAd200315,,,,,,
COVID04_S.csv,WkAd200316,,,,,,
COVID04_S.csv,WkAd200317,,,,,,
COVID04_S.csv,WkAd200318,,,,,,
COVID04_S.csv,WkAd200319,,,,,,
COVID04_S.csv,WkAd200320,,,,,,
COVID04_S.csv,WkAd200321,,,,,,
COVID04_S.csv,WkAd200322,,,,,,
COVID04_S.csv,WkAd200323,,,,,,
COVID04_S.csv,WkAd200324,,,,,,
COVID04_S.csv,WkAd200325,,,,,,
COVID04_S.csv,WkAd200326,,,,,,
COVID04_S.csv,WkAd200327,,,,,,
COVID04_S.csv,WkAd200328,,,,,,
COVID04_S.csv,WkAd200329,,,,,,
COVID04_S.csv,WkAd200330,,,,,,
COVID04_S.csv,WkAd200331,,,,,,
COVID04_S.csv,WkAd200401,,,,,,
COVID04_S.csv,WkAd200402,,,,,,
COVID04_S.csv,WkAd200403,,,,,,
COVID04_S.csv,WkAd200404,,,,,,
COVID04_S.csv,WkAd200405,,,,,,
COVID04_S.csv,WkAd200406,,,,,,
COVID04_S.csv,WkAd200407,,,,,,
COVID04_S.csv,WkAd200408,,,,,,
COVID04_S.csv,WkAd200409,,,,,,
COVID04_S.csv,WkAd200410,,,,,,
COVID04_S.csv,WkAd200411,,,,,,
COVID04_S.csv,WkAd200412,,,,,,
COVID04_S.csv,WkAd200413,,,,,,
COVID04_S.csv,WkAd200414,,,,,,
COVID04_S.csv,WkAd200415,,,,,,
COVID04_S.csv,WkAd200416,,,,,,
COVID04_S.csv,WkAd200417,,,,,,
COVID04_S.csv,WkAd200418,,,,,,
COVID04_S.csv,WkAd200419,,,,,,
COVID04_S.csv,WkAd200420,,,,,,
COVID04_S.csv,WkAd200421,,,,,,
COVID04_S.csv,WkAd200422,,,,,,
COVID04_S.csv,WkAd200423,,,,,,
COVID04_S.csv,WkAd200424,,,,,,
COVID04_S.csv,WkAd200425,,,,,,
COVID04_S.csv,WkAd200426,,,,,,
COVID04_S.csv,WkAd200427,,,,,,
COVID04_S.csv,WkAd200428,,,,,,
COVID04_S.csv,WkAd200429,,,,,,
COVID04_S.csv,WkAd200430,,,,,,
COVID04_S.csv,WkAd200501,,,,,,
COVID04_S.csv,WkAd200502,,,,,,
COVID04_S.csv,WkAd200503,,,,,,
COVID04_S.csv,WkAd200504,,,,,,
COVID04_S.csv,WkAd200505,,,,,,
COVID04_S.csv,WkAd200506,,,,,,
COVID04_S.csv,WkAd200507,,,,,,
COVID04_S.csv,WkAd200508,,,,,,
COVID04_S.csv,WkAd200509,,,,,,
COVID04_S.csv,WkAd200510,,,,,,
COVID04_S.csv,WkAd200511,,,,,,
COVID04_S.csv,WkAd200512,,,,,,
COVID04_S.csv,WkAd200513,,,,,,
COVID04_S.csv,WkAd200514,,,,,,
COVID04_S.csv,WkAd200515,,,,,,
COVID04_S.csv,WkAd200516,,,,,,
COVID04_S.csv,WkAd200517,,,,,,
COVID04_S.csv,WkAd200518,,,,,,
COVID04_S.csv,WkAd200519,,,,,,
COVID04_S.csv,WkAd200520,,,,,,
COVID04_S.csv,WkAd200521,,,,,,
COVID04_S.csv,WkAd200522,,,,,,
COVID04_S.csv,WkAd200523,,,,,,
COVID04_S.csv,WkAd200524,,,,,,
COVID04_S.csv,WkAd200525,,,,,,
COVID04_S.csv,WkAd200526,,,,,,
COVID04_S.csv,WkAd200527,,,,,,
COVID04_S.csv,WkAd200528,,,,,,
COVID04_S.csv,WkAd200529,,,,,,
COVID04_S.csv,WkAd200530,,,,,,
COVID04_S.csv,WkAd200531,,,,,,
COVID04_S.csv,WkAd200601,,,,,,
COVID04_S.csv,WkAd200602,,,,,,
COVID04_S.csv,WkAd200603,,,,,,
COVID04_S.csv,WkAd200604,,,,,,
COVID04_S.csv,WkAd200605,,,,,,
COVID04_S.csv,WkAd200606,,,,,,
COVID04_S.csv,WkAd200607,,,,,,
COVID04_S.csv,WkAd200608,,,,,,
COVID04_S.csv,WkAd200609,,,,,,
COVID04_S.csv,WkAd200610,,,,,,
COVID04_S.csv,WkAd200611,,,,,,
COVID04_S.csv,WkAd200612,,,,,,
COVID04_S.csv,WkAd200613,,,,,,
COVID04_S.csv,WkAd200614,,,,,,
COVID04_S.csv,WkAd200615,,,,,,
COVID04_S.csv,WkAd200616,,,,,,
COVID04_S.csv,WkAd200617,,,,,,
COVID04_S.csv,WkAd200618,,,,,,
COVID04_S.csv,WkAd200619,,,,,,
COVID04_S.csv,WkAd200620,,,,,,
COVID04_S.csv,WkAd200621,,,,,,
COVID04_S.csv,WkAd200622,,,,,,
COVID04_S.csv,WkAd200623,,,,,,
COVID04_S.csv,WkAd200624,,,,,,
COVID04_S.csv,WkAd200625,,,,,,
COVID04_S.csv,WkAd200626,,,,,,
COVID04_S.csv,WkAd200627,,,,,,
COVID04_S.csv,WkAd200628,,,,,,
COVID04_S.csv,WkAd200629,,,,,,
COVID04_S.csv,WkAd200630,,,,,,
COVID04_S.csv,WkAd200701,,,,,,
COVID04_S.csv,WkAd200702,,,,,,
COVID04_S.csv,WkAd200703,,,,,,
COVID04_S.csv,WkAd200704,,,,,,
COVID04_S.csv,WkAd200705,,,,,,
COVID04_S.csv,WkAd200706,,,,,,
COVID04_S.csv,WkAd200707,,,,,,
COVID04_S.csv,WkAd200708,,,,,,
COVID04_S.csv,WkAd200709,,,,,,
COVID04_S.csv,WkAd200710,,,,,,
COVID04_S.csv,WkAd200711,,,,,,
COVID04_S.csv,WkAd200712,,,,,,
COVID04_S.csv,WkAd200713,,,,,,
COVID04_S.csv,WkAd200714,,,,,,
COVID04_S.csv,WkAd200715,,,,,,
COVID04_S.csv,WkAd200716,,,,,,
COVID04_S.csv,WkAd200717,,,,,,
COVID04_S.csv,WkAd200718,,,,,,
COVID04_S.csv,WkAd200719,,,,,,
COVID04_S.csv,WkAd200720,,,,,,
COVID04_S.csv,WkAd200721,,,,,,
COVID04_S.csv,WkAd200722,,,,,,
COVID04_S.csv,WkAd200723,,,,,,
COVID04_S.csv,WkAd200724,,,,,,
COVID04_S.csv,WkAd200725,,,,,,
COVID04_S.csv,WkAd200726,,,,,,
COVID04_S.csv,WkAd200727,,,,,,
COVID04_S.csv,WkAd200728,,,,,,
COVID04_S.csv,WkAd200729,,,,,,
COVID04_S.csv,WkAd200730,,,,,,
COVID04_S.csv,WkAd200731,,,,,,
COVID04_S.csv,WkAd200801,,,,,,
COVID04_S.csv,WkAd200802,,,,,,
COVID04_S.csv,WkAd200803,,,,,,
COVID04_S.csv,WkAd200804,,,,,,
COVID04_S.csv,WkAd200805,,,,,,
COVID04_S.csv,WkAd200806,,,,,,
COVID04_S.csv,WkAd200807,,,,,,
COVID04_S.csv,WkAd200808,,,,,,
COVID04_S.csv,WkAd200809,,,,,,
COVID04_S.csv,WkAd200810,,,,,,
COVID04_S.csv,WkAd200811,,,,,,
COVID04_S.csv,WkAd200812,,,,,,
COVID04_S.csv,WkAd200813,,,,,,
COVID04_S.csv,WkAd200814,,,,,,
COVID04_S.csv,WkAd200815,,,,,,
COVID04_S.csv,WkAd200816,,,,,,
COVID04_S.csv,WkAd200817,,,,,,
COVID04_S.csv,WkAd200818,,,,,,
COVID04_S.csv,WkAd200819,,,,,,
COVID04_S.csv,WkAd200820,,,,,,
COVID04_S.csv,WkAd200821,,,,,,
COVID04_S.csv,WkAd200822,,,,,,
COVID04_S.csv,WkAd200823,,,,,,
COVID04_S.csv,WkAd200824,,,,,,
COVID04_S.csv,WkAd200825,,,,,,
COVID04_S.csv,WkAd200826,,,,,,
COVID04_S.csv,WkAd200827,,,,,,
COVID04_S.csv,WkAd200828,,,,,,
COVID04_S.csv,WkAd200829,,,,,,
COVID04_S.csv,WkAd200830,,,,,,
COVID04_S.csv,WkAd200831,,,,,,
COVID04_S.csv,WkAd200901,,,,,,
COVID04_S.csv,WkAd200902,,,,,,
COVID04_S.csv,WkAd200903,,,,,,
COVID04_S.csv,WkAd200904,,,,,,
COVID04_S.csv,WkAd200905,,,,,,
COVID04_S.csv,WkAd200906,,,,,,
COVID04_S.csv,WkAd200907,,,,,,
COVID04_S.csv,WkAd200908,,,,,,
COVID04_S.csv,WkAd200909,,,,,,
COVID04_S.csv,WkAd200910,,,,,,
COVID04_S.csv,WkAd200911,,,,,,
COVID04_S.csv,WkAd200912,,,,,,
COVID04_S.csv,WkAd200913,,,,,,
COVID04_S.csv,WkAd200914,,,,,,
COVID04_S.csv,WkAd200915,,,,,,
COVID04_S.csv,WkAd200916,,,,,,
COVID04_S.csv,WkAd200917,,,,,,
COVID04_S.csv,WkAd200918,,,,,,
COVID04_S.csv,WkAd200919,,,,,,
COVID04_S.csv,WkAd200920,,,,,,
COVID04_S.csv,WkAd200921,,,,,,
COVID04_S.csv,WkAd200922,,,,,,
COVID04_S.csv,WkAd200923,,,,,,
COVID04_S.csv,WkAd200924,,,,,,
COVID04_S.csv,WkAd200925,,,,,,
COVID04_S.csv,WkAd200926,,,,,,
COVID04_S.csv,WkAd200927,,,,,,
COVID04_S.csv,WkAd200928,,,,,,
COVID04_S.csv,WkAd200929,,,,,,
COVID04_S.csv,WkAd200930,,,,,,
COVID04_S.csv,WkAd201001,,,,,,
COVID04_S.csv,WkAd201002,,,,,,
COVID04_S.csv,WkAd201003,,,,,,
COVID04_S.csv,WkAd201004,,,,,,
COVID04_S.csv,WkAd201005,,,,,,
COVID04_S.csv,WkAd201006,,,,,,
COVID04_S.csv,WkAd201007,,,,,,
COVID04_S.csv,WkAd201008,,,,,,
COVID04_S.csv,WkAd201009,,,,,,
COVID04_S.csv,WkAd201010,,,,,,
COVID04_S.csv,WkAd201011,,,,,,
COVID04_S.csv,WkAd201012,,,,,,
COVID04_S.csv,WkAd201013,,,,,,
COVID04_S.csv,WkAd201014,,,,,,
COVID04_S.csv,WkAd201015,,,,,,
COVID04_S.csv,WkAd201016,,,,,,
COVID04_S.csv,WkAd201017,,,,,,
COVID04_S.csv,WkAd201018,,,,,,
COVID04_S.csv,WkAd201019,,,,,,
COVID04_S.csv,WkAd201020,,,,,,
COVID04_S.csv,WkAd201021,,,,,,
COVID04_S.csv,WkAd201022,,,,,,
COVID04_S.csv,WkAd201023,,,,,,
COVID04_S.csv,WkAd201024,,,,,,
COVID04_S.csv,WkAd201025,,,,,,
COVID04_S.csv,WkAd201026,,,,,,
COVID04_S.csv,WkAd201027,,,,,,
COVID04_S.csv,WkAd201028,,,,,,
COVID04_S.csv,WkAd201029,,,,,,
COVID04_S.csv,WkAd201030,,,,,,
COVID04_S.csv,WkAd201031,,,,,,
COVID04_S.csv,WkAd201101,,,,,,
COVID04_S.csv,WkAd201102,,,,,,
COVID04_S.csv,WkAd201103,,,,,,
COVID04_S.csv,WkAd201104,,,,,,
COVID04_S.csv,WkAd201105,,,,,,
COVID04_S.csv,WkAd201106,,,,,,
COVID04_S.csv,WkAd201107,,,,,,
COVID04_S.csv,WkAd201108,,,,,,
COVID04_S.csv,WkAd201109,,,,,,
COVID04_S.csv,WkAd201110,,,,,,
COVID04_S.csv,WkAd201111,,,,,,
COVID04_S.csv,WkAd201112,,,,,,
COVID04_S.csv,WkAd201113,,,,,,
COVID04_S.csv,WkAd201114,,,,,,
COVID04_S.csv,WkAd201115,,,,,,
COVID04_S.csv,WkAd201116,,,,,,
COVID04_S.csv,WkAd201117,,,,,,
COVID04_S.csv,WkAd201118,,,,,,
COVID04_S.csv,WkAd201119,,,,,,
COVID04_S.csv,WkAd201120,,,,,,
COVID04_S.csv,WkAd201121,,,,,,
COVID04_S.csv,WkAd201122,,,,,,
COVID04_S.csv,WkAd201123,,,,,,
COVID04_S.csv,WkAd201124,,,,,,
COVID04_S.csv,WkAd201125,,,,,,
COVID04_S.csv,WkAd201126,,,,,,
COVID04_S.csv,WkAd201127,,,,,,
COVID04_S.csv,WkAd201128,,,,,,
COVID04_S.csv,WkAd201129,,,,,,
COVID04_S.csv,WkAd201130,,,,,,
COVID04_S.csv,WkAd201201,,,,,,
COVID04_S.csv,WkAd201202,,,,,,
COVID04_S.csv,WkAd201203,,,,,,
COVID04_S.csv,WkAd201204,,,,,,
COVID04_S.csv,WkAd201205,,,,,,
COVID04_S.csv,WkAd201206,,,,,,
COVID04_S.csv,WkAd201207,,,,,,
COVID04_S.csv,WkAd201208,,,,,,
COVID04_S.csv,WkAd201209,,,,,,
COVID04_S.csv,WkAd201210,,,,,,
COVID04_S.csv,WkAd201211,,,,,,
COVID04_S.csv,WkAd201212,,,,,,
COVID04_S.csv,WkAd201213,,,,,,
COVID04_S.csv,WkAd201214,,,,,,
COVID04_S.csv,WkAd201215,,,,,,
COVID04_S.csv,WkAd201216,,,,,,
COVID04_S.csv,WkAd201217,,,,,,
COVID04_S.csv,WkAd201218,,,,,,
COVID04_S.csv,WkAd201219,,,,,,
COVID04_S.csv,WkAd201220,,,,,,
COVID04_S.csv,WkAd201221,,,,,,
COVID04_S.csv,WkAd201222,,,,,,
COVID04_S.csv,WkAd201223,,,,,,
COVID04_S.csv,WkAd201224,,,,,,
COVID04_S.csv,WkAd201225,,,,,,
COVID04_S.csv,WkAd201226,,,,,,
COVID04_S.csv,WkAd201227,,,,,,
COVID04_S.csv,WkAd201228,,,,,,
COVID04_S.csv,WkAd201229,,,,,,
COVID04_S.csv,WkAd201230,,,,,,
COVID04_S.csv,WkAd201231,,,,,,
COVID04_S.csv,WkAd210101,,,,,,
COVID04_S.csv,WkAd210102,,,,,,
COVID04_S.csv,WkAd210103,,,,,,
COVID04_S.csv,WkAd210104,,,,,,
COVID04_S.csv,WkAd210105,,,,,,
COVID04_S.csv,WkAd210106,,,,,,
COVID04_S.csv,WkAd210107,,,,,,
COVID04_S.csv,WkAd210108,,,,,,
COVID04_S.csv,WkAd210109,,,,,,
COVID04_S.csv,WkAd210110,,,,,,
COVID04_S.csv,WkAd210111,,,,,,
COVID04_S.csv,WkAd210112,,,,,,
COVID04_S.csv,WkAd210113,,,,,,
COVID04_S.csv,WkAd210114,,,,,,
COVID04_S.csv,WkAd210115,,,,,,
COVID04_S.csv,WkAd210116,,,,,,
COVID04_S.csv,WkAd210117,,,,,,
COVID04_S.csv,WkAd210118,,,,,,
COVID04_S.csv,WkAd210119,,,,,,
COVID04_S.csv,WkAd210120,,,,,,
COVID04_S.csv,WkAd210121,,,,,,
COVID04_S.csv,WkAd210122,,,,,,
COVID04_S.csv,WkAd210123,,,,,,
COVID04_S.csv,WkAd210124,,,,,,
COVID04_S.csv,WkAd210125,,,,,,
COVID04_S.csv,WkAd210126,,,,,,
COVID04_S.csv,WkAd210127,,,,,,
COVID04_S.csv,WkAd210128,,,,,,
COVID04_S.csv,WkAd210129,,,,,,
COVID04_S.csv,WkAd210130,,,,,,
COVID04_S.csv,WkAd210131,,,,,,
COVID04_S.csv,WkAd210201,,,,,,
COVID04_S.csv,WkAd210202,,,,,,
COVID04_S.csv,WkAd210203,,,,,,
COVID04_S.csv,WkAd210204,,,,,,
COVID04_S.csv,WkAd210205,,,,,,
COVID04_S.csv,WkAd210206,,,,,,
COVID04_S.csv,WkAd210207,,,,,,
COVID04_S.csv,WkAd210208,,,,,,
COVID04_S.csv,WkAd210209,,,,,,
COVID04_S.csv,WkAd210210,,,,,,
COVID04_S.csv,WkAd210211,,,,,,
COVID04_S.csv,WkAd210212,,,,,,
COVID04_S.csv,WkAd210213,,,,,,
COVID04_S.csv,WkAd210214,,,,,,
COVID04_S.csv,WkAd210215,,,,,,
COVID04_S.csv,WkAd210216,,,,,,
COVID04_S.csv,WkAd210217,,,,,,
COVID04_S.csv,WkAd210218,,,,,,
COVID04_S.csv,WkAd210219,,,,,,
COVID04_S.csv,WkAd210220,,,,,,
COVID04_S.csv,WkAd210221,,,,,,
COVID04_S.csv,WkAd210222,,,,,,
COVID04_S.csv,WkAd210223,,,,,,
COVID04_S.csv,WkAd210224,,,,,,
COVID04_S.csv,WkAd210225,,,,,,
COVID04_S.csv,WkAd210226,,,,,,
COVID04_S.csv,WkAd210227,,,,,,
COVID04_S.csv,WkAd210228,,,,,,
COVID04_S.csv,WkAd210301,,,,,,
COVID04_S.csv,WkAd210302,,,,,,
COVID04_S.csv,WkAd210303,,,,,,
DS01_C.csv,COUNTYFP,,,,,,
DS01_C.csv,year,,,,,,
DS01_C.csv,totPopE,,,,,,
DS01_C.csv,whiteP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% White Population,,,,6
DS01_C.csv,blackP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Black/African American Population,,,,6
DS01_C.csv,amIndP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Native American/Alaska Native Population,,,,6
DS01_C.csv,asianP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Asian Population,,,,6
DS01_C.csv,pacIsP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Native Hawaiian & Other PI Population,,,,6
DS01_C.csv,otherP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Other (race) Population,,,,6
DS01_C.csv,hispP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Hispanic/Latinx Population,,,,6
DS01_C.csv,noHSP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Population without High School Degree,,,,6
DS01_C.csv,age0_4,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 0-4",,,,6
DS01_C.csv,age5_14,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 5-14",,,,6
DS01_C.csv,age15_19,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 15-19",,,,6
DS01_C.csv,age20_24,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 20-24",,,,6
DS01_C.csv,age15_44,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 15-44",,,,6
DS01_C.csv,age45_49,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 45-49",,,,6
DS01_C.csv,age50_54,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 50-54",,,,6
DS01_C.csv,age55_59,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 55-59",,,,6
DS01_C.csv,age60_64,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 60-64",,,,6
DS01_C.csv,ageOv65,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 65+",,,,6
DS01_C.csv,ageOv18,,,,,,
DS01_C.csv,age18_64,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","Population, Age 18-65",,,,6
DS01_C.csv,a15_24P,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","% Population, Age 15-24",,,,6
DS01_C.csv,und45P,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","% Population, Age under 45",,,,6
DS01_C.csv,ovr65P,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}","% Population, Age 65+",,,,6
DS01_C.csv,disbP,"{'file': 'DS01_C.csv', 'type': 'characteristic', 'join': 'COUNTYFP'}",% Population with Disability,,,,6
DS01_S.csv,STATEFP,,,,,,
DS01_S.csv,year,,,,,,
DS01_S.csv,totPopE,,,,,,
DS01_S.csv,whiteP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% White Population,,,,6
DS01_S.csv,blackP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Black/African American Population,,,,6
DS01_S.csv,amIndP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Native American/Alaska Native Population,,,,6
DS01_S.csv,asianP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Asian Population,,,,6
DS01_S.csv,pacIsP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Native Hawaiian & Other PI Population,,,,6
DS01_S.csv,otherP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Other (race) Population,,,,6
DS01_S.csv,hispP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Hispanic/Latinx Population,,,,6
DS01_S.csv,noHSP,"{'file': 'DS01_S.csv', 'type': 'characteristic', 'join': 'STATEFP'}",% Population without High School Degree,,,,6
